"","variable","value","value_label"
"1270","BLACKC1",0,"No"
"1271","BLACKC1",1,"Yes"
"1272","BLACKC2",0,"No"
"1273","BLACKC2",1,"Yes"
"1274","BLACKC3",0,"No"
"1275","BLACKC3",1,"Yes"
"1276","BLACKC4",0,"No"
"1277","BLACKC4",1,"Yes"
"1278","BLACKC5",0,"No"
"1279","BLACKC5",1,"Yes"
"1280","BLACKC6",0,"No"
"1281","BLACKC6",1,"Yes"
"1282","BLACKC7",0,"No"
"1283","BLACKC7",1,"Yes"
"1284","BLACKC8",0,"No"
"1285","BLACKC8",1,"Yes"
"1286","ASIANC1",0,"No"
"1287","ASIANC1",1,"Yes"
"1288","ASIANC2",0,"No"
"1289","ASIANC2",1,"Yes"
"1290","ASIANC3",0,"No"
"1291","ASIANC3",1,"Yes"
"1292","ASIANC4",0,"No"
"1293","ASIANC4",1,"Yes"
"1294","ASIANC5",0,"No"
"1295","ASIANC5",1,"Yes"
"1296","ASIANC6",0,"No"
"1297","ASIANC6",1,"Yes"
"1298","ASIANC7",0,"No"
"1299","ASIANC7",1,"Yes"
"1300","ASIANC8",0,"No"
"1301","ASIANC8",1,"Yes"
"1302","AIAN",99,"I'd prefer not to answer"
"1303","MENAC1",0,"No"
"1304","MENAC1",1,"Yes"
"1305","MENAC2",0,"No"
"1306","MENAC2",1,"Yes"
"1307","MENAC3",0,"No"
"1308","MENAC3",1,"Yes"
"1309","MENAC4",0,"No"
"1310","MENAC4",1,"Yes"
"1311","MENAC5",0,"No"
"1312","MENAC5",1,"Yes"
"1313","MENAC6",0,"No"
"1314","MENAC6",1,"Yes"
"1315","MENAC7",0,"No"
"1316","MENAC7",1,"Yes"
"1317","MENAC8",0,"No"
"1318","MENAC8",1,"Yes"
"1319","MENAC9",0,"No"
"1320","MENAC9",1,"Yes"
"1321","NHPIC1",0,"No"
"1322","NHPIC1",1,"Yes"
"1323","NHPIC2",0,"No"
"1324","NHPIC2",1,"Yes"
"1325","NHPIC3",0,"No"
"1326","NHPIC3",1,"Yes"
"1327","NHPIC4",0,"No"
"1328","NHPIC4",1,"Yes"
"1329","NHPIC5",0,"No"
"1330","NHPIC5",1,"Yes"
"1331","NHPIC6",0,"No"
"1332","NHPIC6",1,"Yes"
"1333","NHPIC7",0,"No"
"1334","NHPIC7",1,"Yes"
"1335","NHPIC8",0,"No"
"1336","NHPIC8",1,"Yes"
"1337","FAMSIZE1",99,"I'd prefer not to answer"
"1338","FAMSIZE2",99,"I'd prefer not to answer"
"1339","INCOME",99,"I'd prefer not to answer"
"1340","INSURC1",0,"No"
"1341","INSURC1",1,"Yes"
"1342","INSURC2",0,"No"
"1343","INSURC2",1,"Yes"
"1344","INSURC3",0,"No"
"1345","INSURC3",1,"Yes"
"1346","INSURC4",0,"No"
"1347","INSURC4",1,"Yes"
"1348","INSURC5",0,"No"
"1349","INSURC5",1,"Yes"
"1350","INSURC6",0,"No"
"1351","INSURC6",1,"Yes"
"1352","INSURC7",0,"No"
"1353","INSURC7",1,"Yes"
"1354","EDUC",1,"No schooling completed"
"1355","EDUC",2,"Nursery school"
"1356","EDUC",3,"Grades 1 through 11"
"1357","EDUC",4,"12th grade, no diploma"
"1358","EDUC",5,"Regular high school diploma"
"1359","EDUC",6,"GED or alternative credential"
"1360","EDUC",7,"Vocational or trade school"
"1361","EDUC",8,"Some college credit, but less than 1 year of college"
"1362","EDUC",9,"1 or more years of college credit, no degree"
"1363","EDUC",10,"Associates degree (for example: AA)"
"1364","EDUC",11,"Bachelor’s degree (for example: BA, BS)"
"1365","EDUC",12,"Master’s degree (for example: MA, MS, MSW, MBA)"
"1366","EDUC",13,"Professional degree beyond bachelor’s degree (for example: MD, DDS, DVM, LLB, JD)"
"1367","EDUC",14,"Doctorate degree (for example: PhD, EdD)"
"1368","EDUC",99,"I’d prefer not to answer"
"1369","BIRTHCOUNTRY",1,"In the United States"
"1370","BIRTHCOUNTRY",2,"Outside the United States, please specify country:"
"1371","BIRTHCOUNTRY",99,"I’d prefer not to answer"
"1372","IMMIGRATION",99,"I'd prefer not to answer"
"1373","ENGPROF",1,"Very well"
"1374","ENGPROF",2,"Well"
"1375","ENGPROF",3,"Not well"
"1376","ENGPROF",4,"Not at all"
"1377","ENGPROF",99,"I’d prefer not to answer"
"1378","LANGHOMEC1",0,"No"
"1379","LANGHOMEC1",1,"Yes"
"1380","LANGHOMEC2",0,"No"
"1381","LANGHOMEC2",1,"Yes"
"1382","LANGHOMEC3",0,"No"
"1383","LANGHOMEC3",1,"Yes"
"1384","RELATIONSHIP",1,"Married"
"1385","RELATIONSHIP",2,"Unmarried, with a committed partner"
"1386","RELATIONSHIP",3,"Separated, divorced or widowed"
"1387","RELATIONSHIP",4,"Single, never married"
"1388","RELATIONSHIP",99,"I’d prefer not to answer"
"1389","LIVARRANGE",1,"Living with you in the same household"
"1390","LIVARRANGE",2,"Living elsewhere"
"1391","LIVARRANGE",99,"I’d prefer not to answer"
"1392","PARTRELATION",1,"A biological parent of that baby"
"1393","PARTRELATION",2,"A non-biological parent of that baby"
"1394","PARTRELATION",3,"Not a parent of that baby"
"1395","PARTRELATION",98,"Not sure"
"1396","PARTRELATION",99,"I’d prefer not to answer"
"1397","DEAF",1,"Yes"
"1398","DEAF",2,"No"
"1399","DEAF",99,"I’d prefer not to answer"
"1400","BLIND",1,"Yes"
"1401","BLIND",2,"No"
"1402","BLIND",99,"I’d prefer not to answer"
"1403","CONCENTRATE",1,"Yes"
"1404","CONCENTRATE",2,"No"
"1405","CONCENTRATE",99,"I’d prefer not to answer"
"1406","WALK",1,"Yes"
"1407","WALK",2,"No"
"1408","WALK",99,"I’d prefer not to answer"
"1409","BATHE",1,"Yes"
"1410","BATHE",2,"No"
"1411","BATHE",99,"I’d prefer not to answer"
"1412","ALONE",1,"Yes"
"1413","ALONE",2,"No"
"1414","ALONE",99,"I’d prefer not to answer"
"1415","DISABLETECH",1,"Yes"
"1416","DISABLETECH",2,"No"
"1417","DISABLETECH",99,"I’d prefer not to answer"
"1418","DISABILITYCOND",99,"I'd prefer not to answer"
"1419","SEXORIENT",1,"Lesbian or gay"
"1420","SEXORIENT",2,"Straight"
"1421","SEXORIENT",3,"Bisexual"
"1422","SEXORIENT",4,"Pansexual"
"1423","SEXORIENT",5,"Queer"
"1424","SEXORIENT",6,"Asexual"
"1425","SEXORIENT",7,"Two-Spirit"
"1426","SEXORIENT",8,"No specific label, but not straight"
"1427","SEXORIENT",97,"I use a different term, please specify"
"1428","SEXORIENT",99,"I’d prefer not to answer"
"1429","GENDER",1,"Female"
"1430","GENDER",2,"Male"
"1431","GENDER",3,"Nonbinary, genderqueer, gender-nonconforming, or agender"
"1432","GENDER",4,"Two-Spirit"
"1433","GENDER",99,"I’d prefer not to answer"
"1434","TRANS",1,"Yes"
"1435","TRANS",2,"No"
"1436","TRANS",3,"Not sure"
"1437","TRANS",99,"I’d prefer not to answer"
"1438","POLIT",1,"Very conservative"
"1439","POLIT",2,"Conservative"
"1440","POLIT",3,"Moderate"
"1441","POLIT",4,"Liberal"
"1442","POLIT",5,"Very liberal"
"1443","POLIT",97,"Other, please specify"
"1444","POLIT",99,"I’d prefer not to answer"
"1445","FOLLOWUP",1,"I do not wish to receive a gift card."
"1446","FOLLOWUP2C1",0,"No"
"1447","FOLLOWUP2C1",1,"Yes"
"1448","FOLLOWUP2C2",0,"No"
"1449","FOLLOWUP2C2",1,"Yes"
"1450","FOLLOWUP2C3",0,"No"
"1451","FOLLOWUP2C3",1,"Yes"
"1452","EMPTY_FLAG",0,"Pass"
"1453","EMPTY_FLAG",1,"Fail"
"1454","DRPIN_FLAG",0,"Pass"
"1455","DRPIN_FLAG",2,"Fail"
"1456","Source",1,"DATAMAN"
"1457","Source",2,"DIGITAL RECRUIT"
"1458","Source",3,"IBC"
"1459","Source",4,"MSG PANEL"
"1460","Source",5,"OVATIONMR"
"1461","Source",6,"PRODEGE"
"1462","Source",7,"WELCOMETECH"
"1463","Source",8,"MSG"
"1464","Source",9,"Q1 REFIELD DATASET"
"1465","UID_FLAG",0,"Pass"
"1466","UID_FLAG",1,"Fail"
"1467","UID_FLAG",99,"Unused"
"1468","DUP_FLAG",0,"Pass"
"1469","DUP_FLAG",1,"Fail"
"1470","EMAIL_FLAG",0,"Pass"
"1471","EMAIL_FLAG",1,"Fail"
"1472","F1_NOTRIBALAFF",0,"Pass"
"1473","F1_NOTRIBALAFF",1,"Fail"
"1474","F1_SPEED",0,"Pass"
"1475","F1_SPEED",1,"Fail"
"1476","F1_SPEED",99,"Unused"
"1477","SPANISHFLAG",0,"English"
"1478","SPANISHFLAG",1,"Spanish"
"1479","F1_USKG_ANY",0,"Pass"
"1480","F1_USKG_ANY",1,"Fail"
"1481","F1_USKG_ANY",99,"Unused"
"1482","IP_FLAG",0,"Pass"
"1483","IP_FLAG",1,"Fail"
"1484","IP_FLAG",99,"Unused"
"1485","INTERNATIONAL_IP",0,"Pass"
"1486","INTERNATIONAL_IP",1,"Fail"
"1487","INTERNATIONAL_IP",99,"Unused"
"1488","AGE_FLAG",0,"Pass"
"1489","AGE_FLAG",1,"Fail"
"1490","AGE_FLAG",99,"Unused"
"1491","OE_FLAG",0,"Pass"
"1492","OE_FLAG",1,"Fail"
"1493","OE_FLAG",99,"Unused"
"1494","TRAP1CHECK",0,"Pass"
"1495","TRAP1CHECK",1,"Fail"
"1496","TRAP2CHECK",0,"Pass"
"1497","TRAP2CHECK",1,"Fail"
"1498","TRAP3CHECK",0,"Pass"
"1499","TRAP3CHECK",1,"Fail"
"1500","TRAP4CHECK",0,"Pass"
"1501","TRAP4CHECK",1,"Fail"
"1502","TRAPFAILURE",0,"0"
"1503","TRAPFAILURE",1,"1"
"1504","TRAPFAILURE",2,"2"
"1505","ATTENTION_CHECK",0,"Pass"
"1506","ATTENTION_CHECK",1,"Fail"
"1507","ATTENTION_CHECK",2,"Review"
"1508","ATTENTION_CHECK",99,"Unused"
"1509","FLAG1",0,"None"
"1510","FLAG1",1,"1"
"1511","FLAG1",2,"2"
"1512","FLAG1",3,"3"
"1513","FLAG1",4,"4"
"1514","FLAG1",5,"5"
"1515","FLAG1",6,"6"
"1516","FLAG1",7,"7"
"1517","FLAG1",8,"8"
"1518","FLAG1",99,"Unused"
"1519","ZIPSTATE",1,"Alabama"
"1520","ZIPSTATE",2,"Alaska"
"1521","ZIPSTATE",3,"Arizona"
"1522","ZIPSTATE",4,"Arkansas"
"1523","ZIPSTATE",5,"California"
"1524","ZIPSTATE",6,"Colorado"
"1525","ZIPSTATE",7,"Connecticut"
"1526","ZIPSTATE",8,"Delaware"
"1527","ZIPSTATE",9,"Florida"
"1528","ZIPSTATE",10,"Georgia"
"1529","ZIPSTATE",11,"Hawaii"
"1530","ZIPSTATE",12,"Idaho"
"1531","ZIPSTATE",13,"Illinois"
"1532","ZIPSTATE",14,"Indiana"
"1533","ZIPSTATE",15,"Iowa"
"1534","ZIPSTATE",16,"Kansas"
"1535","ZIPSTATE",17,"Kentucky"
"1536","ZIPSTATE",18,"Louisiana"
"1537","ZIPSTATE",19,"Maine"
"1538","ZIPSTATE",20,"Maryland"
"1539","ZIPSTATE",21,"Massachusetts"
"1540","ZIPSTATE",22,"Michigan"
"1541","ZIPSTATE",23,"Minnesota"
"1542","ZIPSTATE",24,"Mississippi"
"1543","ZIPSTATE",25,"Missouri"
"1544","ZIPSTATE",26,"Montana"
"1545","ZIPSTATE",27,"Nebraska"
"1546","ZIPSTATE",28,"Nevada"
"1547","ZIPSTATE",29,"New Hampshire"
"1548","ZIPSTATE",30,"New Jersey"
"1549","ZIPSTATE",31,"New Mexico"
"1550","ZIPSTATE",32,"New York"
"1551","ZIPSTATE",33,"North Carolina"
"1552","ZIPSTATE",34,"North Dakota"
"1553","ZIPSTATE",35,"Ohio"
"1554","ZIPSTATE",36,"Oklahoma"
"1555","ZIPSTATE",37,"Oregon"
"1556","ZIPSTATE",38,"Pennsylvania"
"1557","ZIPSTATE",39,"Rhode Island"
"1558","ZIPSTATE",40,"South Carolina"
"1559","ZIPSTATE",41,"South Dakota"
"1560","ZIPSTATE",42,"Tennessee"
"1561","ZIPSTATE",43,"Texas"
"1562","ZIPSTATE",44,"Utah"
"1563","ZIPSTATE",45,"Vermont"
"1564","ZIPSTATE",46,"Virginia"
"1565","ZIPSTATE",47,"Washington"
"1566","ZIPSTATE",48,"Washington, D.C."
"1567","ZIPSTATE",49,"West Virginia"
"1568","ZIPSTATE",50,"Wisconsin"
"1569","ZIPSTATE",51,"Wyoming"
"1570","F2_ZIPCHECK",0,"Pass"
"1571","F2_ZIPCHECK",1,"Fail"
"1572","F2_ZIPCHECK",99,"Unused"
"1573","xGESTAGE",1,"Extreme Low: Less than 27 weeks"
"1574","xGESTAGE",2,"Normal Term: 27 to 42 weeks"
"1575","xGESTAGE",3,"Extreme High: More than 42 weeks"
"1576","F2_GA_EXT",0,"Pass"
"1577","F2_GA_EXT",1,"Fail"
"1578","F2_GA_EXT",99,"Unused"
"1579","F2_PNCB4LEARN",0,"Pass"
"1580","F2_PNCB4LEARN",1,"Fail"
"1581","F2_PNCB4LEARN",99,"Unused"
"1582","F2_HT_EXT",0,"Pass"
"1583","F2_HT_EXT",1,"Fail"
"1584","F2_HT_EXT",99,"Unused"
"1585","F2_WT_EXT",0,"Pass"
"1586","F2_WT_EXT",1,"Fail"
"1587","F2_WT_EXT",99,"Unused"
"1588","BWFLAG1",0,"Pass"
"1589","BWFLAG1",1,"Fail"
"1590","BWFLAG2",0,"Pass"
"1591","BWFLAG2",1,"Fail"
"1592","BWFLAG3",0,"Pass"
"1593","BWFLAG3",1,"Fail"
"1594","BWFLAG4",0,"Pass"
"1595","BWFLAG4",1,"Fail"
"1596","F2_BW_EXT",0,"Pass"
"1597","F2_BW_EXT",1,"Fail"
"1598","F2_BW_EXT",99,"Unused"
"1599","F2_MCAID_INC_EXT",0,"Pass"
"1600","F2_MCAID_INC_EXT",1,"Fail"
"1601","F2_MCAID_INC_EXT",99,"Unused"
"1602","F2_VLBNICU",0,"Pass"
"1603","F2_VLBNICU",1,"Fail"
"1604","F2_VLBNICU",99,"Unused"
"1605","F2_VLBHOSP",0,"Pass"
"1606","F2_VLBHOSP",1,"Fail"
"1607","F2_VLBHOSP",99,"Unused"
"1608","F2_DKREFCHECK",0,"Pass"
"1609","F2_DKREFCHECK",1,"Fail"
"1610","F2_DKREFCHECK",99,"Unused"
"1611","FLAG2",0,"None"
"1612","FLAG2",1,"1"
"1613","FLAG2",2,"2"
"1614","FLAG2",3,"3"
"1615","FLAG2",4,"4"
"1616","FLAG2",5,"5"
"1617","FLAG2",6,"6"
"1618","FLAG2",7,"7"
"1619","FLAG2",8,"8"
"1620","FLAG2",9,"9"
"1621","FLAG2",10,"10"
"1622","FLAG2",99,"Unused"
"1623","F3_EARLYPNC",0,"Pass"
"1624","F3_EARLYPNC",1,"Fail"
"1625","F3_EARLYPNC",99,"Unused"
"1626","F3_NO_PNC",0,"Pass"
"1627","F3_NO_PNC",1,"Fail"
"1628","F3_NO_PNC",99,"Unused"
"1629","F3_PREGWT",0,"Pass"
"1630","F3_PREGWT",1,"Fail"
"1631","F3_PREGWT",99,"Unused"
"1632","F3_WTDIFF",0,"Pass"
"1633","F3_WTDIFF",1,"Fail"
"1634","F3_WTDIFF",99,"Unused"
"1635","F3_HT",0,"Pass"
"1636","F3_HT",1,"Fail"
"1637","F3_HT",99,"Unused"
"1638","F3_LBW_NICU",0,"Pass"
"1639","F3_LBW_NICU",1,"Fail"
"1640","F3_LBW_NICU",99,"Unused"
"1641","F3_LBW_DAYS",0,"Pass"
"1642","F3_LBW_DAYS",1,"Fail"
"1643","F3_LBW_DAYS",99,"Unused"
"1644","F3_VAGASSIST",0,"Pass"
"1645","F3_VAGASSIST",1,"Fail"
"1646","F3_VAGASSIST",99,"Unused"
"1647","F3_GAFOOD",0,"Pass"
"1648","F3_GAFOOD",1,"Fail"
"1649","F3_GAFOOD",99,"Unused"
"1650","F3_INC_MCAID",0,"Pass"
"1651","F3_INC_MCAID",1,"Fail"
"1652","F3_INC_MCAID",99,"Unused"
"1653","F3_INC_PAN",0,"Pass"
"1654","F3_INC_PAN",1,"Fail"
"1655","F3_INC_PAN",99,"Unused"
"1656","F3_INC_NEEDS",0,"Pass"
"1657","F3_INC_NEEDS",1,"Fail"
"1658","F3_INC_NEEDS",99,"Unused"
"1659","F3_PRE_HYPER",0,"Pass"
"1660","F3_PRE_HYPER",1,"Fail"
"1661","F3_PRE_HYPER",99,"Unused"
"1662","F3_PRE_DIABETES",0,"Pass"
"1663","F3_PRE_DIABETES",1,"Fail"
"1664","F3_PRE_DIABETES",99,"Unused"
"1665","F3_CS_LABOR",0,"Pass"
"1666","F3_CS_LABOR",1,"Fail"
"1667","F3_CS_LABOR",99,"Unused"
"1668","F3_VAGEXAM",0,"Pass"
"1669","F3_VAGEXAM",1,"Fail"
"1670","F3_VAGEXAM",99,"Unused"
"1671","F3_TERM_NICU",0,"Pass"
"1672","F3_TERM_NICU",1,"Fail"
"1673","F3_TERM_NICU",99,"Unused"
"1674","F3_PPTVISITS",0,"Pass"
"1675","F3_PPTVISITS",1,"Fail"
"1676","F3_PPTVISITS",99,"Unused"
"1677","F3_MISSING_BW",0,"Pass"
"1678","F3_MISSING_BW",1,"Fail"
"1679","F3_MISSING_BW",99,"Unused"
"1680","F3_MISSING_LABORHRS",0,"Pass"
"1681","F3_MISSING_LABORHRS",1,"Fail"
"1682","F3_MISSING_LABORHRS",99,"Unused"
"1683","F3_MISSING_MOMDAYS",0,"Pass"
"1684","F3_MISSING_MOMDAYS",1,"Fail"
"1685","F3_MISSING_MOMDAYS",99,"Unused"
"1686","F3_MISSING_BABYDAYS",0,"Pass"
"1687","F3_MISSING_BABYDAYS",1,"Fail"
"1688","F3_MISSING_BABYDAYS",99,"Unused"
"1689","FLAG3",0,"None"
"1690","FLAG3",1,"1"
"1691","FLAG3",2,"2"
"1692","FLAG3",3,"3"
"1693","FLAG3",4,"4"
"1694","FLAG3",5,"5"
"1695","FLAG3",6,"6"
"1696","FLAG3",7,"7"
"1697","FLAG3",8,"8"
"1698","FLAG3",9,"9"
"1699","FLAG3",10,"10"
"1700","FLAG3",11,"11"
"1701","FLAG3",12,"12"
"1702","FLAG3",13,"13"
"1703","FLAG3",14,"14"
"1704","FLAG3",15,"15"
"1705","FLAG3",16,"16"
"1706","FLAG3",17,"17"
"1707","FLAG3",18,"18"
"1708","FLAG3",19,"19"
"1709","FLAG3",20,"20"
"1710","FLAG3",21,"21"
"1711","FLAG3",22,"22"
"1712","FLAG3",99,"Unused"
"1713","FINAL_QC",1,"To Reject, Presumed Invalid - Triggered FLAG1 >= 1, FLAG2 >=3, or FLAG2+FLAG3 >= 6"
"1714","FINAL_QC",2,"To Review by NPWF - Triggered FLAG2+FLAG3 = 5, or AIAN with no Tribal Affiliation"
"1715","FINAL_QC",3,"To Keep - Triggered FLAG2+FLAG3 <= 4"
